question,answer
세상은 왜 이렇게 경쟁심을 부추기는지 모르겠어. 때로는 이런 상황들이 나를 너무 힘들게 해. 그리고 그런 것들이 내 어린 시절을 떠올리게 만들어 상처가 돼.,"저런, 우리 남편이 아침부터 표정이 좋지 않았는데. 차마 물어볼 수 없었어. 지금이라도 알고 싶은데 이야기해 줄 수 있을까?"
회사에 동기 중에 나랑 같은 학교 출신이 있어. 심지어 나랑 이름이 같아서 계속 비교를 당하고 있거든. 그런데 나는 그걸 견딜 수가 없어.,누구라도 비교를 하는 건 힘든 일이야. 나 역시 그런 비교를 당해 봤는데 결국에 끝이 좋지 않더라. 특히나 마음에 상처가 많이 남아서 결론적으로 아무것도 바뀌지 않았어.
"맞아. 우리 어머닌 형과 나를 늘 경쟁 시켰어. 형이 워낙에 똑똑하기도 하고, 내가 그 뒤를 따랐으면 했던 것 같았지. 하지만 난 그런 비교를 당하면서 매일 상처를 입었어.","그랬구나. 어린 마음에 너무 힘들었겠다. 여린 마음이 다친 것 같아서 가슴이 너무 아파. 마음고생을 많이 했을 것 같은데, 잘 견뎌줘서 고맙네. 많이 힘들었지?"
"앞서가는 사람은 그게 자극이 될지도 모르지만, 뒤에 있는 사람은 매일 상처를 받지. 그러니 나에게 어린 시절의 기억은 상처가 대부분이었어.","상처받았다는 말을 하는데, 내 마음이 왜 이렇게 아픈지 모르겠다. 계속 과거의 상처를 끌어안고 있지 않았으면 좋겠어. 충분히 힘들었으니까. 남몰래 우느라고 얼마나 아팠겠어."
그러니까. 그 일을 겪고 남은 건 형과의 안 좋은 사이뿐인데. 회사에서도 이런 비교를 당하니 상처가 더 커지더라고. 난 남과 나를 비교하고 싶지 않아.,"설령 그 사람과 얼굴, 목소리가 똑같다고 해도 난 당신을 찾아내. 왜냐면 당신은 당신 스스로가 생각하는 것보다 훨씬 대단하고 괜찮은 사람이거든. 그러니 자신감을 가지면 좋겠어."
"고마워. 당신이 그렇게 말을 해 주니까, 긴장이 확 풀리는 느낌이야. 사실 조금 웃음도 나왔고. 나 스스로에게 내가 자신이 없었었나 봐.",그러니까 생각해. 앞으로도 이런 일들은 생길 거야. 하지만 당신은 특별해. 누군가와 비교를 한다고 해도 당신 스스로는 자신을 믿어야 해.
알았어. 당신 말에 용기가 났어. 나도 모르게 비교하고 싶지 않다고 생각하면서 비교했나 봐. 앞으로는 나 자신을 좀 더 존중하고 사랑하려고 노력할게.,그래. 아마도 비교로 인해서 스스로를 사랑하는 게 힘들어졌을지도 몰라. 하지만 상관없어. 내가 당신을 더 많이 사랑해 주면 되니까. 그러니까 함께 이겨내보자.
"여보, 오늘 아랫집 아저씨가 우리 집에 찾아왔었어. 층간 소음 때문에 힘들다고 또 나한테 윽박지르는 거야. 우리 집이 아니라고 말하는 것도 한두 번이 아닌데 계속 그러시니까 너무 상처받아.","또 그랬다니, 당신 혼자 있는 것 뻔히 보일 텐데 왜 그러시는지 모르겠네. 오늘 쉬는 날이라 휴식을 취하고 싶었을 텐데 기분이 많이 안 좋았겠다. 많이 놀랐을 텐데 진정하고 내가 갈 때까지 편하게 쉬고 있어."
"응, 우리 집에 아이가 있는 것도 아니고. 나도 소음 때문에 힘들어하고 있는데 우리 집을 의심하니까 미치겠어. 게다가 말도 험하게 하시는 분이라 들을 때마다 상처가 남아.","그러게, 자초지종을 제대로 알아보지도 않으시고 우리 집만 탓하시니 정말 답답하지. 자기 혼자 두고 나왔는데 그런 일이 생기니 나도 마음이 안 좋다."
"어쩔 수 없지, 둘이 날짜를 맞춰 쉬는 건 쉬운 일이 아니니까. 다만 혼자 있는데 아저씨가 문을 두드리고 큰 소리를 내니까 겁이 나긴 하더라고.","나도 그런 일을 겪으면 한동안 가슴이 두근거리는데, 당신은 더 겁났을 것 같아. 그런데 그 아저씨는 주위에서도 평판이 안 좋다고 하니까, 너무 신경 쓰지 말자."
괜히 우리가 이사 가야 하는 생각도 들고. 앞으로도 또 그런 일이 있을 텐데 어떻게 대처해야 할지 모르겠어.,이웃집에서 이야기하기를 그 아저씨가 다른 일로도 억지를 많이 부린다고 하더라고. 당신이 잘못한 게 아니니까 이사 갈 생각도 자책도 하지 않았으면 좋겠어.
"응, 나도 내 잘못이 아닌 걸 아는데 괜히 위축되는 거야. 오늘은 온전히 쉬고 싶었는데 자꾸 아까 일이 생각나서 힘들어.",자꾸 생각나고 괴롭겠지만 자기 좋아하는 드라마 보면서 잊어버려 보면 어떨까? 우리가 원인이 아니라는 걸 계속 생각해 봐. 당신이 잘못한 게 없는데 힘들어할 이유가 없잖아.
당신 말 듣고 보니 그렇네. 내가 잘못한 게 없는데 이렇게 힘들어할 이유도 없는 것 같아. 다음에 또 찾아오거나 하면 용기 내서 나도 강하게 어필해 봐야겠어.,"잘 생각했어, 나도 만나면 이야기해 볼게. 우리가 잘못한 게 없는데 우리한테 화풀이 해 봤자 해결되는 문제가 아니니까."
"맞아, 문제를 해결하기 위해서라도 내가 더 강하게 이야기하고 같이 원인을 찾아보든가 해야지. 당신이랑 이야기하고 나니까 아까 일이 조금 잊히는 것 같아. 계속 가슴이 두근거렸거든.","그렇다니 다행이야, 내가 오늘은 일찍 들어갈 수 있도록 해 볼게. 푹 쉬고 조금만 기다려 줘, 여보."
여보 오늘 나 정말 회사에서 상처받은 일이 있었어. 마음이 칼로 베이는 기분이야. 내 이야기 좀 들어줘.,무슨 일이야. 당신의 마음이 이렇게 아픈 적이 없었잖아. 무슨 일이 일어났는지 어서 알려줘.
오늘 회사에서 나와 가까운 동료가 내 험담 하는 소리를 듣게 되었어. 어떻게 그럴 수가 있지. 정말 상처야.,당신이 믿었던 동료가 당신을 욕하는 소리를 들어서 마음이 아프겠어. 생각지도 못한 일에 정말 속상하겠는걸. 나였어도 당신처럼 상처받았을 것 같아.
당신도 그렇게 생각하는구나. 정말 충격적인 것은 내가 업무 처리를 못 한다고 말하는 거야. 내 앞에서는 나에 대한 칭찬을 잔뜩 늘어놓았으면서 말이지.,믿었던 도끼에 발등을 찍히는 것 같은 기분이었겠네. 당신의 업무처리 능력은 타의 추종을 불허하는데 말이야. 앞에서 하지 못 할 말은 뒤에서도 하면 안 되는데 당신이 얼마나 멍했을지 내 눈에 선하네.
내가 그 말을 듣고 나서 바로 말을 할까 말까 하다가 결국 말을 했거든. 내가 모든 말을 다 들었다고 말이야. 근데 자기가 그런 게 아니라고 발뺌을 하는데 더욱 상처를 받았어.,그렇게 용기를 내기가 쉽지 않았을 텐데 당신의 용감함에 박수를 보내고 싶네. 잘한 선택이야 아무리 오리발을 내밀어도 자기는 자기 죄를 알기 마련이니까. 내가 당신 옆에 있었다면 당신의 상처받은 마음을 꼭 안아줄 수 있었을 텐데.
지금 내 상처받은 마음이 어떻게 해야 풀릴지 모르겠어. 이런 일은 정말 처음이라 내 마음이 갈기갈기 찢긴 것만 같은 기분이 들어. 내가 회사 생활을 잘못한 걸까 하는 생각도 들고 말이야.,당신처럼 상사분들의 신임을 얻는 사람이 무슨 그런 말을 해. 당신을 너무 질투해서 그런 일이 일어난 것은 아닐까 하는 생각이 드네. 너무 잘난 건 피곤한 일을 부르기 마련이잖아.
당신이 그렇게 말해주니 그럴 수도 있다는 생각이 드네. 당신 덕분에 내 마음이 한결 편해진 것 같아 고마워.,그렇다고 하니 참 다행이네. 회사 다니면서 누구에게나 한 번쯤 그런 일은 생길 수 있다고 생각해. 그럴 때 당신이 당신 탓을 너무 하지 않았으면 좋겠어.
앞으로는 그러지 않을게. 당신은 날 위로해 주는 법을 정말 잘 안 다니까. 내일 출근하면 그 동료와 한번 대화를 나눠 봐야겠어. 어색한 채로 회사를 다닐 수는 없으니까 말이야.,그래. 좋은 생각이야. 대화가 잘 풀린다면 오히려 오해를 풀고 잘 지낼 수 있는 기회가 될 수도 있어.
어제 많이 놀랐지? 요즘 들어서 운전을 하면 너무 힘이 들어. 아무래도 그 사고가 나한테는 생각보다 큰 상처가 됐나 봐.,"저런, 그래서 어제 갑자기 운전을 하다가 멈춘 거구나. 혹시나 했는데, 역시 사고 후유증이 있는 것 같네. 누구라도 그런 상황이면 많이 힘들었을 거야. 괜찮아."
"내 잘못이 아닌데, 운전자가 죽었다는 생각을 하면 계속 가슴이 두근두근 뛰어. 내가 그곳에 있지 않았다면. 그 차량이 날 피하다가 그렇게 사고가 나지 않았을 것 같다는 생각도 들고.",음주운전 차량이었잖아. 그리고 당신도 너무 많이 놀란 상태였고. 그건 정말 당신 탓이 아니야. 그러니까 너무 마음에 담아두지 않았으면 좋겠어. 많이 힘들겠지만.
예전에는 나만 조심하면 된다고 생각했어. 그런데 그 일이 있고 나서 내가 속도가 조금만 더 빨랐더라면 죽었을 거라는 생각이 들더라. 피하지도 못했을 테니까.,내가 당신이어도 그런 상황이 있었다면 너무 놀랐을 거야. 그리고 그게 머릿속에 내내 맴돌았겠지. 뭔가 삶이 허무한 느낌도 받았을 것 같아.
맞아. 지금 내가 느끼는 게 그거야. 내 잘못이 아니라도 죽을 수 있다는 생각을 했거든. 그래서 자꾸만 운전대를 잡으면 죽을지도 모른다는 느낌이 들어서 상처가 돼.,충분히 이해가 가. 하지만 그 일이 당신에게 너무 많은 영향을 끼치는 것 같아서 걱정이 돼. 힘들고 고통스럽겠지만 그래도 버텨내야지.
"알아. 그런데 쉽지가 않아. 언제 죽을지도 모른다는 생각을 하면서 사는 기분이 이런 건가, 싶기도 해. 그러다 보니 의욕도 없고 모든 게 무서워서 상처를 받는 것 같아.",그럼 당신 말처럼 언제 죽을지도 모르는데. 그런 생각 때문에 지금의 시간들을 불행하게 만드는 건 과연 옳은 일일까? 행복한 기억만 가지고 가도록 노력하는 게 현재를 사는 거잖아.
"내가 너무 어리석었던 것 같아. 당신 말을 듣고 보니까, 오지도 않은 일로 내내 불행해졌었어. 앞으로는 긍정적으로 생각하고 행복한 생각만 하도록 노력할 게.",힘들면 힘들다고 말해주는 것도 노력이라고 생각해. 당신이 지금 내게 이야기를 한 것도 그 일부고. 그러니까 당신은 앞으로도 잘 할 수 있을 거야.
그렇구나. 노력을 너무 어렵게 생각했나 봐. 지금 오히려 마음이 홀가분해졌어. 고마워. 당신이 아니었다면 내내 두려워하기만 하고 상처만 떠올렸을 거야.,나 역시 그래. 그러니 당신 혼자서 너무 많이 생각들을 하지 않았으면 좋겠어. 앞으로는 우리가 함께 해 나가는 거야.
오늘은 제품 출시를 앞두고 마지막 발표를 사장님 앞에서 하는 날이었는데 탐탁지 않아 하시네요. 아무래도 이번 프로젝트는 망한 것 같다는 생각이 들어서 충격이 커요. 아무리 준비해도 부족한 느낌이 있어 불안했는데 결국에는 이렇게 되어버리니 상처가 깊어져요.,"당신 많이 속상했겠어요, 누구보다 이번 프로젝트에서 열심히 했다는 것을 알고 있어요. 그래서 전 당신이 회사에 책임감 있게 행동하는 모습이 참 대단하다는 생각을 했어요."
정말 열심히 했는데 결과가 이 정도라는 것이 저를 더 상처받게 만든 것 같아요. 저도 이제 실력이 많이 줄었다는 생각이 들어서 자괴감에 빠지게 되네요. 마음에 상처가 깊어지네요.,당신이 그렇게 생각할수록 더 괴로워지는 사람이 당신이란 걸 알잖아요. 전 너무 상처받지는 않을까 걱정이 되는 마음이에요. 이번 일에 열심히 한 당신이 힘을 냈으면 좋겠어요.
우리는 결과로 말하는 사람이다 보니 내 노력들이 다 한순간에 증발한 것 같아요. 사장님도 좋아하지 않으시고 저도 부족하다는 느낌을 받았잖아요. 이 상처를 달랠 길이 없네요.,그랬군요. 당신이 지금까지 이 치열한 사회 속에서 살아남기 위해서 고군분투했던 것이 느껴지네요. 많이 수고한 당신인데 너무 안타까운 마음이 들어요.
이 회사에 다닌 지 십 년이 넘어가는 데 이번처럼 자신이 없는 경우가 처음이었어요. 처음부터 무모한 도전이라고 사람들이 말렸지만 저의 패기로 성공 시키려고 했죠. 그런데 역부족이란 생각이 들었을 때는 이미 늦어버려서 돌아갈 수 없을 정도였죠.,"당신이 얼마나 이번 일을 준비하면서 힘들어했는지 알았어요, 그래서 저는 더욱 응원하는 마음이었죠. 무에서 유를 창조하려 힘겹게 싸우는 당신이 힘을 내기를 바라는 마음이에요. 이번 일도 사장님은 다 이해하고 계실 거라는 생각이 들면서 당신이 신경 쓰지 않기를 바라요."
"그렇게 문자 해줘서 너무 고마워요, 당신의 그런 위로와 격려의 문자가 나에게 커다란 힘이 돼요. 이번에 내가 한 일이 아무리 준비해도 부족함 투 성이라 나에게 실망하여 상처가 깊었어요. 회복이 될까 했는데 당신의 응원에 상처받은 마음이 풀려요.","다행이네요, 당신이 정말 수고했고 누구보다 노력했다는 것을 알아요. 일에 성공과 실패는 떠나서 그 노력을 칭찬해 주고 싶었어요."
"고마워요, 난 항상 성공만 해야 한다는 강박에 시달렸던 것 같아요. 그런데 당신의 위로가 그러지 않아도 된다고 말해주는 것 같아서 마음이 한결 편안해졌어요.",제 의도를 정확히 알아주는 게 당신이라서 너무 다행이네요. 현명한 당신이 내 남편이라서 자랑스러워요.
"나를 항상 응원해 주고, 나를 자랑스러워해 주는 당신이 있어서 너무 고마워요. 항상 자신이 없어 하던 나라서 당신의 응원이 정말 큰 힘이 돼요.","제가 보는 당신은 참 대단하고 멋진 사람인데, 너무 기준이 높아서 그런 것 같았어요. 아무리 준비해도 부족하다고 문자 하는 당신이 떠올라 참 마음이 아팠어요. 한시라도 빨리 당신을 달래주고 싶었어요."
"여보, 또 부모님이 오빠와 나를 차별해. 너무 속상하고 상처 받아.","예전에도 몇 번 그러셨던 것 같은데, 이번에도 또 그러시는구나. 당신 정말 마음이 안 좋겠다. 이번엔 무슨 일이야?"
"이번에 부모님이 귀농하셔서 고구마랑 참깨 같은 작물들을 농사지으셨는데, 나한테는 아무것도 보내주시지 않으셨어. 오빠한테는 이것저것 다 챙겨주면서. 꼭 나는 내어놓은 자식인 것 같은 기분이 들어서 마음이 아파.",내가 당신이었어도 정말 상처받았을 것 같아. 그냥 먹거리 문제가 아니라 마음의 문제니까.
"그래서 내가 전화를 드렸는데, 나온 게 별로 없어서 나한테까지는 못 주겠다는 거야. 그러면서 당신들 아들만 챙기는 건데, 이번에도 소외당하는 것 같아서 정말 서러워.","원래 가족은 콩 한 쪽도 나눠 먹는 사이라고 그랬는데, 장인 장모님이 너무 무심하시다. 얼마나 속상할까."
"이번만 그러는 게 아냐. 어렸을 때부터 계속 그랬어, 오빠만 용돈 더 주고, 자취시켜주고, 선물도 더 좋은 것 해주고. 꼭 나는 열등한 딸이 된 것 같은 기분이 옛날부터 계속 들었어.",부모님이 당신을 덜 챙긴다고 해서 당신이 열등한 딸인 건 아니야. 오히려 부모님이 당신을 더 믿고 혼자서 잘 해나갈 거라고 생각하시는 거라고 생각해보면 어떨까?
"그런 생각은 한 번도 해보지 않았는데, 어쩌면 그럴 수도 있겠다. 부모님에게 오빠가 아픈 손가락이기도 하고, 또 항상 나한테 듬직하고 잘 지내줘서 고맙다는 말을 하시니까. 그렇게 생각하니 마음이 조금은 편해져.","만약 나중에 우리에게 아이가 생긴다면, 어쩌면 나도 그럴 수 있을 것도 같아. 도움이 필요해 보이는 아이한텐 자꾸 손을 주고 싶은 것처럼 말야."
"우리 아이들을 상상하고 대입하니까 정말 그럴 것 같기도 해. 그래도 여전히 부모님이 조금 밉긴 하지만, 이해는 된다. 조금은 덜 서러워.","게다가 당신이 내어놓은 자식이라니, 말도 안 돼. 가끔씩 장인 장모님께 전화드리면, 네 얘길 얼마나 하시는데. 내게 당신이 정말 고마운 딸이라고 매번 말씀하셔."
"그런 말씀을 하시는 줄은 정말 몰랐는데, 감동이다. 덕분에 마음이 훨씬 나아졌어.",괜찮아졌다니 다행이야 여보. 마음이 풀렸다니 나도 정말 기뻐.
여보 별일 없지? 나 오늘 너무 상처받는 일이 있었어.,여보도 잘 있지? 늘 긍정적인 당신이 상처라니 벌써부터 걱정이 돼. 그래도 천천히 얘기해줘.
요즘 일어나자 물 한잔씩 마시는 습관을 들이려고 하는데 자꾸 까먹게 되는 거야. 근데 이 얘기를 회사에서 얘기하니까 한 후배가 되게 기억력이 자꾸 안 좋아지면 검진을 받으라는 거야. 후배의 무례한 말 때문에 정말 상처받았어.,"꼭 일상적인 대화를 하다가도 기분을 나쁘게 만드는 사람들이 있더라고 여보가 속상했겠어. 나도 회사 부장님 중에 꼭 그런 식으로 얘기를 해서 상처를 주는 분이 있거든. 그때 얼마나 상처였는지 몰라, 그래서 여보 마음이 너무 잘 이해가 돼."
"뭐라고 말이라도 하고 싶었는데, 말을 하면 다툼만 될 것 같아서 그냥 안 했어. 그런데 생각할수록 참 상처인 거 있지. 조금이라도 배려하고 말했으면 그렇게 얘기를 못했을 텐데 정말 속상해.",나 같은 사람들은 그런 상황에 절대 가만히 있지 못했을 거야. 늘 존중하고 이성적인 여보여서 거기서 참을 수 있었다고 생각해. 여보의 그런 점은 늘 칭찬해주고 싶어.
"이런 일이 있으니까 표정에 다 드러나나봐. 동료들이 자꾸 무슨 일이 있냐고 물어보더라고. 무례한 후배 때문에 기분도 안 좋아지고, 참 상처야.","지내면서 정말 상처받았던 때가 종종 있었어. 그런데 시간이 조금만 흘러도 별것 아니라고 느껴지는 거 있지. 너무 걱정하지 마, 시간이 조금만 지나도 괜찮아질 거야."
"일에 집중하려고도 해보고, 다른 생각을 해보려고도 해봤어. 그런데 자꾸만 아까 일이 생각나서 마음에 너무 상처로 다가오는 거 있지. 이럴 땐 어떻게 해야 할지를 모르겠더라고.","쉽진 않겠지만, 스스로 잘 극복할 수 있다고 생각해보면 어때? 분명 후배의 말은 상처를 주는 말이 이었지만 스스로 잘 극복할 수 있다고 생각해봐. 그러면 상처받은 마음이 괜찮아질 수 있을 거야."
그렇게는 생각을 못 해봤어. 당장 상처받은 마음에만 너무 집중을 했던 것 같아. 여보랑 대화를 하다 보니까 마음이 한결 나아진다.,"여보 기분이 좋아졌다니 정말 다행이야, 나도 안도의 미소가 절로 나와. 너무 걱정하지 마, 여보는 잘 감당할 수 있어."
진작 여보한테 얘기할 걸 그랬어. 이 고민 때문에 많이 힘들었거든. 이제야 마음이 좀 편해.,내가 도움이 되었다니 기뻐. 제일 소중한 우리 여보 고민이라면 언제라도 좋아. 힘들 땐 편하게 연락을 줘.
"여보, 나 진짜 너무 상처가 되는 일을 겪었는데 내 얘기 좀 들어줄래요? 너무나 큰 상처라 그런지 아직도 정신이 없네요. 어쩜 이럴 수가 있는지 너무 하단 생각이 들어요.",왜요? 무슨 안 좋은 일이라도 있었어요? 기분이 너무 안 좋은 거 같아 걱정이 되네요. 무슨 일인지 어서 얘기해 봐요.
가장 친한 친구가 내 험담하는 걸 들었어요. 엄청난 배신감과 마음의 상처가 남았네요. 여태 그 친구를 믿고 좋아했는데 너무나 마음이 안 좋네요.,정말요? 문자를 읽으면서 내가 다 마음이 안 좋고 상처가 됐네요. 당신은 얼마나 더 큰 상처를 받았을지 너무 안타까워요. 무슨 말로 당신의 상처 입은 마음을 위로해야 할지도 모르겠네요.
정말이지 너무나 큰 상처를 받아서 아무런 생각도 안 들어요. 그냥 머릿속이 하얘진 기분이고 너무 상처가 큰 나머지 눈물조차 안 나오네요. 이 일을 그 친구에게 대놓고 얘기를 해야 할지 고민이에요.,"왜 안 그러겠어요, 내가 그런 일을 겪었어도 상처가 됐을 거 같아요. 나였으면 그 얘기를 듣자마자 바로 달려가서 따졌을 거예요. 상처를 입은 와중에도 침착하게 생각을 하는 당신의 성격이 참 대단하고 본받고 싶네요."
침착한 거보다는 너무 상처를 입은 마음이 커서 모든 것이 일시정지된 기분이에요. 대놓고 얘기를 했다가 더 큰 상처로 되돌아올까 봐 겁이 나는 마음도 있는 거 같아요. 내가 이런 상처들을 잊어버리고 예전의 밝았던 모습으로 돌아갈 수 있을지 자신도 없어요.,상처를 입은 마음이 크면 그런 생각이 들 수도 있겠네요. 이럴 때일수록 마음을 가다듬고 이겨낼 수 있다는 생각을 되뇌면서 노력한다면 꼭 이겨낼 수 있어요. 그러니 조금 더 기운을 내서 이 모든 걸 잘 이겨낼 수 있도록 나도 도울게요.
"당신이 도와준다니 조금은 고맙네요, 하지만 당장은 이 상처를 잊어버리는 게 쉽지는 않을 거 같아요. 너무나 큰 충격에 마음이 상처로 가득 찼어요. 사람에게 배신을 당한 상처가 이렇게 클 줄은 몰랐어요.",물론 처음부터 쉽지는 않겠지만 포기하지 않고 꿋꿋하게 이겨내고자 노력한다면 반드시 극복할 거라 믿어요. 당신은 의지가 강하고 끈기가 있는 사람이잖아요. 그러니 조금 더 힘을 낸다면 예전의 당신 모습을 되찾을 수 있을 거예요.
당신이라도 내 편이 되어 이렇게 힘이 나는 말들을 해주니 마음이 한결 편안해지네요. 당신의 말에 힘을 얻어 꼭 이겨내야겠다는 용기도 생겼어요. 이럴 때 당신이 없었더라면 내가 이겨낼 용기도 못 냈을 거예요.,"부부는 일심동체잖아요, 당신이 속상하면 나도 속상해요. 내 말이 당신에게 조금이나마 도움이 될 수 있어서 그저 다행이에요. 항상 그런 의지만 가지고 지낸다면 어떤 일이든 금방 헤쳐나갈 수 있을 거예요."
가장 친한 친구가 내 험담하는 걸 듣고 너무나 큰 상처를 받은 마음에 당신에게 하소연했어요. 혼자 이겨내야 한다고 생각했지만 이겨낼 용기도 안 나고 답답하기만 했었거든요. 당신이랑 대화를 하면서 답답함이 정말 많이 해소됐고 상처를 많이 치유받은 기분이에요.,"그럼요, 부부는 서로 힘들고 지쳤을 때 의지하고 힘을 북돋아 주는 거잖아요. 마음이 힘든데 혼자 이겨내려 한다면 그만큼 힘든 일은 없을 거 같아요. 그러니 언제든 위로받고 싶은 일이 생기면 나한테 얘기해요."
"좋은 기회라고는 생각해. 나한테도 당신한테도 훨씬 도움이 될 일이기도 하고 말이야. 그런데 결심하자니, 쉽지 않아. 상처가 떠올라서.","무슨 일인지 나한테 이야기해 주면 훨씬 당신 마음이 가벼워지지 않을까? 지금 당신이 어떤 기회를 잡았는지 모르겠지만, 난 당신이 편안했으면 좋겠거든. 그러니까 이야기해 줄 수 있어?"
"사실은 회사옳길 기회가 생겼어. 다른 회사에서 좋은 조건으로 스카우트 제의받았거든. 그런데 당신도 알잖아, 내가 이전 회사에서 어떤 일을 겪었는지.",그렇지. 그때 당신 정말 많이 힘들어했었잖아. 회사에서 따돌리는 문제가 심각하다는 걸 그때 나도 알게 됐고. 그래서 지금 회사를 떠나는 게 고민이 되는 거구나. 많이 힘들겠다.
"응. 그래서 한동안은 잊고 있었는데 자꾸 떠올라. 그때 회사는 나에게 지옥 같았어. 업무에서도 다 배제 시키고, 점심도 늘 혼자 먹어야 했었잖아.","그때 생각을 하면 내 마음도 참 아파. 얼마나 충격을 받고, 얼마나 아팠겠어. 그렇다고 계속 그 일을 떠올리지 않았으면 좋겠어. 당연히 힘들었으니까."
그러고 싶은데 자꾸 기억이 겹치는 것 같아. 그때도 스카우트 제의를 받아서 간 곳에서 일이 있었던 거잖아. 그래서인지 나도 모르게 자꾸만 상처가 되네.,내가 당신 입장이었어도 충분히 고민이 될 것 같아. 또다시 그런 일을 겪는 것도 걱정이 될 테고. 지금의 회사가 너무 잘 맞으니까 아쉬운 마음이 드는 것도 충분히 이해해.
"그래, 내가 고민하는 것들이 바로 그거야. 내가 회사를 옮기려면 용기를 내야 하는데, 그게 어려워. 나 같은 사람은 용기보다는 상처가 어울리는 거 아닐까, 싶어.","보통 사람들은 용기가 대단하고 특별한 줄 알지만. 용기는 하루의 마지막에 나지막이 작게 말하는 내일 다시 해보자, 라는 다짐이라고 생각해. 그렇게 보면 당신은 용기 있는 사람이고."
정말 내가 할 수 있을까? 너무 혼란스럽네. 하지만 당신 말대로 용기가 그런 거라면 나도 한번 내보고 싶긴 해. 좋은 기회를 놓치면 후회를 할 것 같기도 하고.,언제라도 힘들면 내가 도울 거야. 그러니까 도전해 봐. 기회의 신은 앞머리밖에 없어서 지나가고 나면 잡을 수 없다고 하더라.
그 말을 들으니 확실히 위로된다. 당신이 있어서 내가 여기까지 버틸 수 있었는데. 오늘도 또 도움을 받게 되네.,난 당신을 늘 응원하고 지지해. 당신한테는 늘 도움이 되고 싶기도 하고. 우리 함께 용기를 가져보자.
"여보, 방금 지하철을 탔는데 너무 눈치가 보여. 내가 임신 6개월째라 배도 무겁기도 하고 허리도 아파서 앉으려고 임산부석 쪽으로 갔거든. 그랬더니 이미 어떤 아저씨가 임산부석에 앉아 계시더라고.",그런 사람들이 있다더니 진짜구나. 잘못한 건 그 아저씨인데 당신이 눈치를 봤다니 정말 나까지 속상하네.
아무래도 자리가 계속 비어있으니까 가끔 임산부가 아니어도 앉는 사람들이 있더라고. 그래도 보통은 나처럼 누가 봐도 임산부이면 비켜줘서 죄송하고 고마운 마음으로 앉곤 했어. 근데 오늘은 아저씨가 어쩌라는 거냐는 식으로 날 쳐다보는데 너무 상처가 되더라고.,안 그래도 당신도 눈치가 보였을 텐데 아저씨가 너무 뻔뻔해서 상처받았구나. 조금만 배려해 줬으면 좋았을 텐데 아쉽다. 애초에 배려를 위해 만들어진 자리인데 그분이 백번 잘못했네.
나도 무조건적으로 비켜 달라고 하는 건 아니고 혹시나 자리가 비었나 싶었던 거거든. 내가 과민 반응 하는 걸 수도 있지만 그 아저씨 눈빛이 임신한 게 대수냐 라는 눈빛이어서 상처가 됐어.,일단 그 아저씨도 자리를 양보하기 싫은 마음이었으니까 충분히 방어적으로 봤을 수도 있다고 생각해. 당신이 얼마나 주변의 눈치를 보면서 다니는지 느껴져서 마음이 아파. 애초에 민폐를 끼치기 싫어하는 당신인데 말이야.
임신한 몸으로 다녀보니 시선이 마냥 곱지만은 않은 경우도 있더라고. 물론 배려해 주시는 분들이 대부분이긴 해서 감사한 경우가 더 많지만 말이야. 방금도 보다 못해 옆에 계신 아주머니가 자리 양보를 해주셨는데 너무 눈치가 보이더라고.,"당신 잘못도 아닌데 주눅들 필요 전혀 없어. 아예 임산부, 노인, 어린이, 장애인은 나라에서 보호하는 약자잖아. 사회적 약자로서 당연한 배려를 기대할 뿐인데 그걸 제공하지 못하는 사람이 잘못된 거 아니겠어?"
그건 그렇지. 그래도 나도 이걸 너무 당연하게 생각하면 내가 더 상처를 받더라고. 그래서 당연한 게 아님을 계속 스스로 되 뇌려고 하는 것 같아. 그러다 보면 저절로 남 눈치를 보게 되는 것 같고.,"무슨 마음인지는 알겠어, 기대만큼 실망도 따르는 법이니까 말이야. 그래도 적어도 당신이 임신해서 몸이 불편한 동안 만큼은 조금 더 당신 만을 생각해도 될 것 같아. 당신이라도 당신을 가장 우선적으로 생각해줘야 하지 않겠어?"
"당신 말이 맞아, 나부터 나를 보호해야 할 것 같아. 나도 내가 임신하기 전에는 다른 임산부들의 힘듦을 전혀 몰랐었거든. 아까 아저씨도 분명 임산부가 되어본 적이 없어서 그랬다고 생각해.",잘 생각했어. 당신 말대로 겪어보지 못한 불편에 대해서는 온전히 공감하기가 어렵기 마련이잖아. 그러니까 속상하겠지만 너무 상처받진 않았으면 좋겠어. 그 아저씨가 예외적인 거라고 생각하고 대부분은 당신의 힘듦을 이해해 줄 거니까 기운 내.
그렇게 말해줘서 고마워. 나도 살면서 이렇게 배려를 많이 받아본 게 처음이라 괜히 눈치를 보고 다녔나 봐. 남한테 피해를 끼치는 것 같아서 말이야.,아무도 그렇게 생각하지 않을 거야. 당연한 배려라고 생각하는 사람들이 대부분이니까 상처받지 말고 눈치 보지 말자.
"여보, 며칠 동안 몸이 안 좋더니 아무래도 독감에 걸린 것 같아요. 도저히 기운도 없고 너무 힘들어요.",어젯밤에 컨디션이 안 좋은 것 같아 보였어요. 정말 걱정이네요. 오늘 퇴근하면 바로 가서 당신을 간호할게요.
